farming_experience,soil_ph,rainfall,temperature,market_distance,fertilizer_affordability,loan_access,soil_type,region,income,land_size,irrigation,financial_goal,recommended_crop
39,6.39,642,10.8,22.2,low,no,red,central,664912,11.97,rainfed,short-term,wheat
1,6.7,746,39.2,43.5,medium,yes,alluvial,north,133611,6.27,canal,sustainable,pulses
25,6.04,773,19.5,43.7,medium,yes,clay,east,784928,13.16,rainfed,sustainable,jute
6,7.27,525,37.5,1.7,low,no,clay,south,757932,19.44,rainfed,sustainable,spices
35,5.9,474,19.7,82.8,high,no,loamy,west,984259,10.04,drip,export,soybean
19,6.66,1631,34.2,10.0,low,yes,red,north,162033,3.07,borewell,long-term,millets
36,6.16,1932,34.2,30.5,low,no,loamy,east,608410,17.22,canal,long-term,rice
34,6.34,417,18.7,82.9,medium,yes,black,central,195829,16.58,canal,export,tea
14,4.56,1287,29.7,85.7,low,yes,loamy,central,874414,16.2,drip,sustainable,wheat
6,7.51,591,11.3,16.0,low,yes,clay,central,154005,8.24,borewell,sustainable,maize
4,5.41,1746,29.8,15.9,medium,yes,sandy,central,181930,6.18,borewell,short-term,maize
4,7.76,913,11.6,64.8,high,no,loamy,central,402951,8.51,drip,sustainable,soybean
16,6.14,1236,26.4,79.4,medium,no,black,east,345685,14.92,rainfed,short-term,millets
17,4.56,1294,12.4,26.6,medium,no,sandy,north,672627,1.93,borewell,long-term,watermelon
7,6.1,1738,34.4,35.8,medium,yes,black,north,404778,10.11,borewell,export,tea
30,4.7,960,38.2,9.4,low,yes,sandy,central,959190,2.31,drip,sustainable,groundnut
10,7.78,545,33.3,26.7,low,yes,red,central,771124,5.51,borewell,sustainable,cotton
15,8.36,826,22.0,21.2,low,yes,alluvial,north,566339,8.78,rainfed,sustainable,millets
0,5.97,946,34.6,86.3,low,no,sandy,north,126861,14.63,canal,sustainable,cotton
38,8.15,1059,27.5,39.0,high,no,red,east,997723,3.2,rainfed,export,jute
12,7.54,1697,32.2,93.5,medium,no,alluvial,west,545671,9.92,drip,short-term,sugarcane
21,5.12,1901,11.1,7.3,high,no,loamy,west,477000,12.44,drip,export,pulses
22,5.33,1170,33.1,70.2,medium,yes,loamy,south,767977,12.98,borewell,export,vegetables
15,4.8,1291,31.2,15.9,medium,no,loamy,north,521871,6.44,borewell,sustainable,sugarcane
14,6.7,608,31.0,23.3,medium,yes,clay,central,791590,0.7,canal,sustainable,sugarcane
29,5.16,1766,20.1,68.4,medium,no,clay,west,592663,15.0,rainfed,export,tea
38,5.73,1751,18.6,11.1,low,no,red,central,506042,17.04,rainfed,export,spices
16,5.34,788,26.9,79.5,high,yes,loamy,north,170449,4.77,rainfed,export,sugarcane
36,8.28,665,31.1,43.0,high,yes,black,east,941537,16.93,drip,long-term,pulses
3,7.17,882,31.4,11.4,high,no,sandy,south,365360,2.81,canal,sustainable,pulses
26,5.38,1651,20.7,43.2,low,yes,red,east,253086,12.81,borewell,sustainable,millets
14,5.49,462,32.0,88.9,high,yes,alluvial,east,57200,16.06,rainfed,sustainable,vegetables
13,5.2,1688,24.9,34.1,high,no,black,south,83496,16.98,drip,short-term,pulses
10,4.66,1395,22.3,10.6,high,yes,black,south,742756,7.22,drip,short-term,spices
31,8.04,1813,27.4,8.9,medium,yes,sandy,east,799007,15.1,drip,sustainable,groundnut
1,7.11,1465,34.6,79.5,high,no,black,central,833950,12.94,drip,short-term,soybean
34,8.23,459,18.3,60.4,medium,no,alluvial,south,179695,3.76,borewell,short-term,vegetables
27,6.42,1239,32.6,42.1,low,no,sandy,north,374090,15.87,rainfed,long-term,rice
29,5.56,502,25.6,87.3,medium,yes,black,central,141450,9.59,rainfed,export,sorghum
26,7.04,560,21.6,4.8,medium,no,black,central,844268,14.28,canal,export,millets
17,5.52,1193,28.4,63.2,high,yes,loamy,north,974014,3.26,drip,long-term,wheat
27,6.62,1150,37.0,34.1,low,no,red,south,822209,12.02,canal,long-term,soybean
14,6.08,1755,15.8,94.0,high,no,red,west,704170,6.62,borewell,short-term,wheat
20,5.7,1846,22.2,73.3,medium,yes,sandy,central,377486,0.88,canal,long-term,watermelon
19,5.45,1049,35.9,63.0,low,no,black,north,110242,7.38,canal,short-term,pulses
23,8.35,1584,22.8,26.8,medium,no,alluvial,north,666887,10.26,drip,long-term,wheat
35,7.08,710,16.0,3.8,low,yes,red,south,467032,3.18,canal,long-term,soybean
39,7.98,1802,17.9,33.7,low,yes,sandy,south,63372,11.24,canal,sustainable,watermelon
37,6.49,660,37.6,47.2,high,no,red,north,812328,10.6,borewell,long-term,pulses
12,4.71,1750,32.1,88.4,high,no,red,south,548946,8.52,drip,sustainable,cotton
26,7.11,1481,30.2,81.7,medium,yes,loamy,north,50130,19.28,rainfed,long-term,millets
35,7.3,738,24.8,45.3,high,yes,clay,west,81484,9.94,drip,long-term,sugarcane
36,7.15,1238,31.4,81.3,low,yes,red,central,249818,6.02,drip,long-term,pulses
4,6.19,1418,29.8,49.2,low,yes,red,south,691617,13.62,rainfed,export,coffee
39,7.74,541,20.4,94.9,medium,yes,loamy,south,938623,8.01,canal,short-term,spices
18,6.24,1380,14.6,98.1,medium,yes,black,south,237938,6.39,canal,short-term,sugarcane
7,7.63,1502,29.3,42.9,high,yes,black,north,295612,12.31,borewell,export,wheat
22,8.14,1481,16.4,68.4,low,yes,alluvial,north,880753,12.51,drip,sustainable,cotton
4,4.74,981,38.2,2.0,low,yes,clay,east,690081,16.86,canal,export,cotton
13,4.98,1649,27.7,57.7,high,yes,black,north,539204,8.2,drip,export,spices
29,6.44,1907,13.9,84.5,low,yes,loamy,east,795321,12.62,borewell,long-term,pulses
35,6.45,1648,31.5,85.4,high,yes,red,west,407208,16.34,borewell,sustainable,pulses
34,8.29,1337,37.5,43.0,low,no,loamy,south,378431,14.54,borewell,sustainable,millets
19,7.51,846,28.7,34.5,high,no,black,west,682423,9.19,canal,export,rice
22,5.09,901,17.5,20.4,high,no,loamy,north,407838,6.76,drip,short-term,maize
10,7.59,1096,28.3,76.5,medium,no,black,south,887960,16.82,drip,sustainable,spices
8,5.86,784,27.3,53.7,low,no,sandy,west,604514,6.07,borewell,long-term,soybean
31,5.65,911,13.2,20.3,medium,yes,red,north,92442,12.04,drip,short-term,sugarcane
12,7.89,1119,10.3,68.7,low,no,sandy,north,995744,18.65,canal,short-term,wheat
28,5.65,846,38.3,22.5,medium,yes,sandy,east,172757,1.0,canal,export,tea
5,5.22,1624,16.7,93.3,low,yes,black,east,521031,14.23,borewell,short-term,sugarcane
18,4.85,1642,12.8,17.1,medium,yes,red,west,623193,19.22,drip,sustainable,cotton
31,7.15,1094,38.7,34.9,medium,yes,alluvial,south,359644,14.71,borewell,short-term,groundnut
27,8.37,1044,32.0,33.5,high,no,clay,east,580280,13.79,canal,long-term,sugarcane
29,7.4,1031,38.0,33.3,high,no,red,west,280699,11.34,drip,long-term,sugarcane
23,7.17,1921,34.4,32.2,high,yes,sandy,west,357737,12.48,rainfed,short-term,millets
9,6.87,1019,26.4,89.9,high,yes,clay,north,413768,13.35,canal,sustainable,maize
28,6.92,811,33.6,39.3,high,yes,alluvial,east,814700,17.67,canal,export,wheat
12,4.77,1419,36.1,81.9,low,no,clay,central,759929,19.19,rainfed,long-term,rice
11,8.35,959,39.3,52.7,low,no,sandy,north,826984,1.16,drip,long-term,groundnut
6,4.68,1023,39.2,18.5,high,yes,red,east,550120,12.68,canal,export,rice
35,7.02,1481,24.6,62.5,high,yes,sandy,south,905247,15.34,canal,sustainable,millets
16,7.9,1774,27.9,59.9,low,yes,red,south,365339,6.42,canal,short-term,rice
38,5.51,719,20.8,49.1,medium,yes,clay,north,103906,16.56,canal,export,millets
30,6.49,1482,21.9,70.1,medium,yes,black,east,479932,10.45,borewell,short-term,cotton
27,7.66,1911,34.4,34.5,low,no,loamy,east,379285,10.47,canal,sustainable,millets
12,7.39,1092,30.8,33.5,high,yes,loamy,central,228384,1.73,borewell,export,coffee
34,7.52,1499,11.9,64.9,high,no,sandy,west,123981,9.88,drip,export,millets
23,7.01,1470,21.8,84.7,high,yes,alluvial,north,357159,19.74,borewell,long-term,sugarcane
28,5.37,1524,31.0,62.3,low,no,alluvial,central,602926,8.66,rainfed,export,millets
32,7.93,853,21.4,24.8,medium,no,black,west,869212,2.86,drip,short-term,rice
10,6.81,1123,32.1,8.2,high,yes,alluvial,north,864723,12.94,canal,long-term,soybean
5,5.46,719,38.9,36.5,high,no,black,west,303899,7.49,rainfed,export,sorghum
37,7.38,1191,31.8,4.1,high,yes,loamy,east,499186,3.35,rainfed,sustainable,millets
8,6.89,1661,27.9,94.2,medium,no,loamy,west,651231,11.87,rainfed,sustainable,groundnut
35,7.28,1646,31.7,1.1,high,yes,loamy,south,997365,4.19,drip,long-term,spices
0,4.99,557,38.9,41.0,high,yes,black,west,143420,16.83,borewell,sustainable,vegetables
22,4.62,402,11.0,20.1,low,no,clay,north,817212,9.75,rainfed,short-term,pulses
27,5.06,1677,26.0,17.3,high,yes,loamy,west,540955,19.31,canal,long-term,sugarcane
31,6.85,598,15.7,42.3,high,no,alluvial,central,400535,13.72,rainfed,short-term,vegetables
31,6.5,1768,20.4,74.8,low,yes,black,central,256201,6.91,canal,sustainable,sorghum
39,8.33,991,26.3,40.1,low,yes,clay,west,256353,15.84,borewell,sustainable,soybean
13,7.62,1025,28.2,32.8,high,yes,sandy,south,837959,18.01,drip,long-term,cotton
14,8.16,1398,15.1,41.3,high,no,red,north,953400,14.28,rainfed,export,rice
22,5.92,1625,20.6,72.5,high,no,clay,central,639063,7.17,rainfed,short-term,wheat
11,6.46,1432,36.5,1.2,medium,no,loamy,west,960377,17.96,borewell,short-term,sugarcane
22,7.11,1556,23.5,84.9,medium,yes,alluvial,north,213729,14.18,canal,sustainable,millets
23,5.06,1214,30.4,97.4,high,no,sandy,south,95641,4.47,drip,export,vegetables
32,6.39,1459,31.8,52.5,high,no,sandy,east,320784,9.18,drip,short-term,watermelon
9,8.17,1071,22.5,27.1,low,yes,black,east,110018,18.34,borewell,long-term,vegetables
18,5.97,1710,27.0,42.4,low,no,black,central,144919,2.47,drip,long-term,maize
23,7.64,531,34.8,8.6,low,no,black,east,658715,17.26,canal,export,spices
3,7.41,914,23.1,95.1,low,yes,alluvial,north,768546,15.51,drip,sustainable,millets
5,7.08,1031,18.1,5.8,medium,yes,loamy,central,224863,1.22,rainfed,export,cotton
3,7.13,433,23.8,50.7,low,yes,sandy,east,85276,12.35,canal,long-term,millets
13,6.92,610,27.5,93.4,high,yes,clay,east,579215,18.45,borewell,short-term,vegetables
19,5.88,741,15.6,91.1,medium,yes,black,central,247020,17.32,borewell,export,millets
18,5.4,1163,27.2,32.5,high,yes,red,north,825220,17.42,canal,long-term,cotton
33,6.19,1551,34.9,24.4,low,no,black,west,129933,12.7,borewell,sustainable,wheat
9,8.01,1863,18.1,37.8,low,no,clay,west,68601,10.72,borewell,export,coffee
39,6.49,1694,27.8,92.3,low,no,black,north,225308,0.91,drip,long-term,wheat
31,5.17,1624,30.1,63.5,high,no,alluvial,south,731311,18.11,borewell,export,sugarcane
12,5.41,1557,17.6,86.3,medium,yes,loamy,west,584924,11.31,drip,short-term,pulses
8,7.43,1768,34.4,36.9,medium,no,sandy,west,700445,3.27,borewell,sustainable,wheat
19,7.81,611,18.3,2.3,low,yes,alluvial,south,207421,5.15,drip,short-term,millets
38,8.23,919,23.1,11.1,medium,yes,alluvial,north,315202,17.61,canal,long-term,wheat
39,8.48,1867,14.6,86.5,medium,yes,red,east,719133,18.33,borewell,long-term,groundnut
2,4.57,1221,34.0,21.4,low,yes,loamy,east,322997,0.63,borewell,export,wheat
17,4.73,598,14.6,63.5,high,no,loamy,east,142446,2.78,borewell,short-term,tea
7,7.09,779,10.5,28.7,high,no,red,central,803101,11.2,borewell,sustainable,millets
35,6.62,1135,19.2,52.9,medium,no,black,central,186284,2.77,rainfed,short-term,vegetables
34,5.17,951,16.1,78.3,medium,no,red,south,218432,3.75,canal,sustainable,millets
2,8.33,1138,35.7,60.0,high,no,sandy,east,250104,2.58,rainfed,long-term,tea
35,5.27,1991,30.6,5.5,high,yes,sandy,north,427241,7.03,drip,short-term,vegetables
11,6.38,1999,38.8,92.5,high,yes,alluvial,central,308921,0.97,borewell,long-term,pulses
7,6.36,490,12.6,96.7,low,yes,black,south,821294,2.92,borewell,short-term,soybean
15,5.35,820,39.4,86.7,high,no,clay,east,358578,10.8,borewell,short-term,sorghum
39,6.54,1590,11.4,19.4,medium,yes,clay,west,343234,18.36,drip,export,spices
14,7.36,1714,33.9,99.3,low,no,black,north,929159,4.42,canal,export,sugarcane
13,7.67,1283,26.2,40.3,low,yes,red,south,732141,16.61,drip,long-term,groundnut
30,5.51,1783,38.5,14.5,medium,yes,black,central,392928,15.31,canal,sustainable,soybean
22,7.84,1774,21.1,24.5,high,no,red,north,137089,15.44,drip,short-term,cotton
12,4.81,1247,35.6,38.8,high,yes,clay,west,613225,19.71,canal,export,jute
15,4.74,1300,21.7,13.2,high,yes,alluvial,west,241446,10.26,drip,short-term,wheat
23,6.52,744,28.4,54.3,medium,no,red,south,249221,16.49,drip,short-term,sugarcane
4,6.94,981,37.5,47.9,medium,no,black,south,65248,12.78,rainfed,short-term,spices
23,8.23,751,33.9,80.9,high,no,sandy,north,264506,14.36,rainfed,sustainable,pulses
2,6.32,1114,19.8,64.8,medium,no,loamy,north,267856,13.23,rainfed,sustainable,pulses
28,5.81,1118,35.0,76.0,low,yes,loamy,south,334965,18.4,borewell,export,coffee
12,5.66,1051,26.4,53.2,high,no,alluvial,east,238965,5.86,borewell,long-term,tea
30,8.48,987,11.7,33.4,high,no,black,south,583464,17.72,drip,long-term,millets
29,7.68,1028,10.3,39.6,medium,yes,loamy,east,957089,13.3,drip,long-term,soybean
29,6.45,836,13.6,25.5,low,yes,sandy,west,210255,16.68,canal,export,coffee
24,5.12,1996,24.6,22.2,medium,yes,loamy,west,943268,6.41,drip,short-term,vegetables
33,4.95,1112,21.9,18.7,low,yes,red,west,808750,11.31,rainfed,sustainable,cotton
6,6.75,846,38.0,71.5,high,no,clay,east,582518,4.06,borewell,short-term,sorghum
12,8.15,588,39.2,34.6,low,yes,alluvial,east,238488,12.69,borewell,export,cotton
23,6.16,1725,13.7,98.4,medium,yes,alluvial,west,879857,8.68,canal,export,tea
36,7.26,735,20.8,59.9,low,no,alluvial,south,119755,15.15,canal,short-term,wheat
34,6.53,1289,22.3,34.1,medium,no,red,west,373318,14.95,borewell,short-term,cotton
30,7.38,1137,32.5,67.8,high,no,black,west,115593,13.64,borewell,short-term,soybean
16,6.46,1703,15.4,61.2,high,no,red,central,340922,5.07,drip,short-term,cotton
9,5.46,1408,32.8,41.4,low,yes,black,south,662009,3.84,drip,long-term,groundnut
34,7.49,678,13.7,69.8,high,yes,alluvial,south,269331,8.28,rainfed,export,wheat
14,6.84,1788,26.3,18.5,low,no,clay,central,856379,5.09,rainfed,export,soybean
0,7.94,957,15.1,34.5,high,no,alluvial,east,262177,2.94,drip,short-term,pulses
26,6.19,449,26.8,59.7,low,no,black,east,830482,16.18,borewell,export,spices
33,5.32,1753,14.2,28.3,low,no,alluvial,south,178712,15.43,rainfed,short-term,sugarcane
28,7.39,1454,34.6,33.8,high,yes,loamy,north,478899,15.05,borewell,long-term,cotton
4,6.82,762,35.1,57.8,high,no,clay,east,861012,10.9,borewell,export,sugarcane
9,5.8,973,27.1,76.2,medium,no,loamy,north,914626,11.59,drip,short-term,maize
5,4.69,1280,31.3,44.4,high,no,sandy,south,910031,9.25,drip,short-term,sugarcane
30,8.36,1712,32.9,69.4,medium,no,loamy,west,292482,4.9,rainfed,short-term,wheat
19,5.32,1233,24.2,77.6,low,no,alluvial,central,497487,3.23,rainfed,sustainable,millets
37,8.06,1806,31.8,96.0,high,yes,clay,east,129305,8.71,rainfed,sustainable,millets
6,8.46,856,39.9,44.2,medium,no,clay,east,171692,5.42,borewell,export,spices
38,6.84,1466,32.7,92.9,medium,no,alluvial,central,674859,0.53,borewell,sustainable,rice
3,7.33,1027,20.0,87.2,low,yes,sandy,south,641211,1.26,borewell,export,vegetables
5,5.75,815,24.6,13.5,high,yes,black,central,521104,11.61,drip,short-term,rice
35,5.95,1672,36.7,48.4,low,yes,alluvial,central,342479,14.75,borewell,export,rice
2,7.61,1148,32.0,93.1,low,no,alluvial,west,112696,16.07,borewell,long-term,groundnut
0,7.77,785,26.7,70.5,medium,no,loamy,north,937036,19.8,drip,export,wheat
21,8.3,1721,30.4,94.3,high,no,sandy,east,444937,15.71,canal,short-term,millets
18,5.51,1715,14.7,3.8,high,yes,red,east,652130,2.93,rainfed,sustainable,sugarcane
34,8.12,862,24.0,33.6,high,yes,clay,east,940362,0.92,rainfed,long-term,jute
31,4.85,1982,12.9,53.4,low,no,loamy,north,684259,13.67,borewell,export,maize
29,8.46,1319,37.3,82.6,medium,yes,red,east,995501,3.48,canal,long-term,sorghum
27,6.14,624,18.7,15.6,high,yes,sandy,central,326672,9.47,rainfed,long-term,pulses
17,5.3,796,10.4,63.0,medium,yes,alluvial,east,958347,5.6,canal,sustainable,wheat
3,7.62,1642,35.1,73.6,low,yes,red,west,260829,8.57,drip,long-term,sugarcane
26,6.06,473,19.2,30.5,high,yes,loamy,central,73078,16.88,drip,sustainable,wheat
4,5.32,1926,24.2,63.1,medium,no,alluvial,south,376211,13.53,canal,sustainable,sugarcane
28,7.06,1272,29.4,3.0,low,yes,black,west,744984,19.11,canal,long-term,sugarcane
26,7.42,1444,19.7,64.0,low,yes,sandy,west,778283,16.18,borewell,sustainable,watermelon
13,7.95,1153,11.8,15.1,medium,yes,black,west,635968,19.29,borewell,sustainable,sorghum
14,5.85,1891,24.6,28.7,high,no,alluvial,south,840720,11.12,drip,export,groundnut
29,7.56,750,22.3,25.7,high,no,black,west,499963,13.27,rainfed,sustainable,wheat
12,6.5,858,21.2,67.4,low,yes,clay,south,287022,7.37,canal,export,rice
23,5.15,558,14.1,44.8,high,yes,red,central,549573,4.61,drip,sustainable,millets
5,8.34,628,28.1,17.9,medium,no,loamy,east,597272,4.36,canal,export,wheat
25,5.56,834,39.1,44.2,high,no,black,central,440831,2.49,borewell,long-term,sugarcane
32,6.62,1939,23.5,48.9,medium,yes,red,south,866992,4.67,rainfed,long-term,soybean
35,6.66,1805,26.7,58.3,high,no,alluvial,west,98052,17.44,rainfed,export,cotton
21,6.27,1581,13.0,43.1,medium,yes,red,central,357646,13.54,borewell,long-term,sugarcane
16,6.08,1662,26.8,68.7,medium,yes,black,south,771886,14.04,drip,export,millets
34,5.04,1738,12.7,10.9,medium,yes,sandy,west,81687,1.89,canal,export,wheat
2,7.88,1704,29.2,96.1,high,no,red,north,900460,4.09,drip,sustainable,maize
28,8.21,1806,38.6,34.5,high,no,sandy,central,308214,3.01,canal,sustainable,sorghum
32,5.24,1584,20.7,26.8,high,yes,alluvial,central,870899,18.0,borewell,sustainable,millets
35,4.7,594,22.1,52.8,medium,no,clay,west,362461,3.61,canal,sustainable,wheat
11,4.52,1173,31.0,77.8,high,no,black,south,952723,12.74,drip,long-term,sugarcane
31,6.35,1919,22.1,13.1,low,no,red,north,440800,6.72,borewell,short-term,wheat
11,6.22,607,15.8,95.7,high,no,clay,central,525206,12.77,rainfed,export,wheat
12,5.03,865,14.9,28.3,high,no,black,south,925445,9.15,rainfed,short-term,sorghum
11,6.4,456,12.7,98.5,low,no,loamy,west,781826,0.67,borewell,export,spices
22,5.55,832,30.2,73.1,low,no,red,east,443760,5.67,canal,long-term,rice
7,7.33,1709,27.9,62.6,low,yes,alluvial,west,930145,10.06,drip,sustainable,millets
13,6.56,1068,25.0,5.3,medium,no,alluvial,north,388191,8.87,rainfed,short-term,wheat
5,5.93,1009,27.9,91.4,low,yes,sandy,north,879313,2.22,borewell,export,maize
15,6.37,1606,32.2,70.3,high,yes,black,east,799407,15.06,borewell,short-term,tea
20,4.83,1895,24.8,55.3,high,yes,alluvial,central,911640,18.39,drip,sustainable,maize
5,5.43,1505,33.9,81.3,high,yes,loamy,east,973049,9.06,borewell,short-term,jute
10,6.98,1913,36.7,73.0,medium,no,red,central,578806,16.88,rainfed,sustainable,sugarcane
36,5.31,1282,14.8,14.4,high,no,sandy,south,668397,17.37,drip,sustainable,watermelon
22,7.73,1669,14.7,6.7,low,no,sandy,south,243053,9.2,borewell,short-term,groundnut
33,8.3,476,33.7,30.8,high,yes,red,north,512356,19.49,canal,short-term,maize
4,5.22,1373,10.5,14.4,medium,yes,red,south,728227,8.11,canal,export,spices
31,4.51,1841,26.9,63.7,high,no,loamy,south,324433,5.26,borewell,long-term,sugarcane
23,7.73,897,17.8,56.1,medium,yes,clay,east,920588,17.89,rainfed,export,coffee
13,5.77,1706,14.0,27.6,medium,no,alluvial,east,673092,11.61,borewell,sustainable,sugarcane
14,8.46,1191,21.0,59.2,high,yes,alluvial,south,154337,15.22,borewell,long-term,millets
6,7.61,1215,26.3,59.1,medium,yes,loamy,east,564021,12.03,canal,short-term,rice
0,8.27,1719,19.5,91.7,low,yes,sandy,north,913716,2.94,rainfed,long-term,sugarcane
0,7.46,704,21.8,58.1,high,yes,red,west,463745,10.0,canal,long-term,pulses
35,6.35,800,36.2,69.0,medium,no,sandy,west,811974,7.57,rainfed,short-term,cotton
38,7.43,1531,28.5,34.3,low,yes,black,north,731459,0.74,rainfed,short-term,millets
8,5.28,1922,27.4,47.8,low,yes,red,south,842024,1.63,rainfed,long-term,groundnut
29,7.01,1552,13.0,72.6,medium,yes,alluvial,west,539690,18.52,drip,sustainable,rice
14,6.67,1714,12.9,97.7,high,no,clay,east,625148,17.98,rainfed,sustainable,cotton
26,5.73,1624,21.7,68.1,high,no,clay,north,743810,11.67,canal,export,rice
21,8.13,1600,20.9,80.1,high,no,loamy,central,71286,18.92,canal,long-term,millets
1,6.36,1281,11.7,31.9,low,no,red,west,752381,4.09,canal,sustainable,wheat
24,4.97,1253,17.6,82.2,medium,no,alluvial,central,905560,6.36,drip,sustainable,cotton
7,7.86,478,31.9,33.9,medium,no,alluvial,central,392605,19.16,borewell,sustainable,sugarcane
7,6.2,1760,24.5,29.6,medium,no,red,south,309921,13.35,drip,long-term,rice
24,6.15,852,39.3,89.0,high,no,alluvial,east,483626,3.22,rainfed,export,rice
4,6.61,1726,29.2,63.8,low,no,sandy,central,341557,1.07,canal,export,sugarcane
13,7.69,1853,37.7,20.5,low,no,alluvial,north,285308,10.86,borewell,sustainable,cotton
7,5.84,1292,39.2,35.0,high,yes,black,east,262767,17.9,drip,sustainable,rice
15,7.87,455,28.2,77.5,medium,no,loamy,west,489457,18.59,rainfed,export,pulses
34,8.15,644,33.3,3.5,medium,no,alluvial,south,731072,11.76,rainfed,short-term,cotton
28,8.08,1164,26.1,37.2,medium,no,clay,south,922240,18.76,rainfed,short-term,cotton
7,8.1,1923,32.6,78.3,medium,no,alluvial,north,330895,13.54,rainfed,sustainable,millets
24,7.69,897,11.5,67.0,medium,no,red,central,373922,11.78,rainfed,export,millets
32,7.26,1665,10.9,59.1,low,yes,clay,east,166460,4.09,canal,sustainable,cotton
